Category,Crop,QueryType,StateName,DistrictName,BlockName,Hour of the day,Month
Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,HOOGHLY,KHANAKUL-I,20,12
Others,Others,Weather,TELANGANA,NALGONDA,MOTHEY,20,12
Cereals,Wheat,Weed Management,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,20,12
Cereals,Wheat,Sowing Time and Weather,CHHATTISGARH,RAIPUR,DHARSIWA,20,12
Vegetables,Brinjal,Nutrient Management,WEST BENGAL,HOOGHLY,DHANIAKHALI,19,12
Others,Others,Crop Insurance,RAJASTHAN,KOTA,ITAWA,19,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,TILDA,19,12
Others,Others,"	Plant Protection	",GUJARAT,Mehsana,BECHRAJI,19,12
Vegetables,Bitter Gourd,Nutrient Management,WEST BENGAL,MALDAH,GAZOLE,19,12
Cereals,Wheat,Varieties,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,18,12
Cereals,Wheat,Weed Management,GUJARAT,Mehsana,VIJAPUR,18,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,THIPPARTHI,18,12
Cereals,Wheat,Varieties,UTTARAKHAND,HARIDWAR,BHAGWANPUR,18,12
Cereals,Wheat,Seeds,CHHATTISGARH,RAIPUR,ABHANPUR,18,12
Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,CHHATTISGARH,RAIPUR,DHARSIWA,18,12
Condiments and Spices,Coriander,"	Plant Protection	",GUJARAT,Mehsana,KADI,18,12
Vegetables,Tomato,Field Preparation,CHHATTISGARH,RAIGARH,TAMNAR,18,12
Others,Others,Government Schemes,CHHATTISGARH,RAIPUR,DHARSIWA,18,12
Drug and Narcotics,Tobacco,Cultural Practices,GUJARAT,ANAND,PETLAD,18,12
Cereals,Paddy (Dhan),Seeds,CHHATTISGARH,RAIGARH,SARANGARH,18,12
Plantation Crops,Teak,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,18,12
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,HOOGHLY,HARIPAL,18,12
Cereals,Paddy (Dhan),Weed Management,TELANGANA,NALGONDA,MUNUGODE,18,12
Plantation Crops,Babool,"	Plant Protection	",WEST BENGAL,HOOGHLY,BALAGARH,18,12
Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,CHHATTISGARH,RAIGARH,DHARAMJAIGARH,18,12
Vegetables,0,0,TELANGANA,NALGONDA,MADUGULAPALLY,17,12
Vegetables,Chillies,"	Plant Protection	",GUJARAT,ANAND,UMRETH,17,12
Others,Others,Seeds,TELANGANA,MAHABOOBNAGAR,TALAKONDAPALLE,17,12
Others,Others,Weather,GUJARAT,ANAND,BORSAD,17,12
Cereals,Wheat,Nutrient Management,UTTAR PRADESH,KAUSHAMBI,KARA,17,12
Vegetables,Potato,Fertilizer Use and Availability,GUJARAT,Mehsana,VIJAPUR,17,12
Others,Others,Weather,GUJARAT,Mehsana,VIJAPUR,17,12
Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,KARA,17,12
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Cultural Practices,GUJARAT,Mehsana,VIJAPUR,17,12
Cereals,Wheat,"	Plant Protection	",RAJASTHAN,KOTA,SANGOD,17,12
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,HOOGHLY,PANDUA,17,12
Animal,"Bovine(Cow,Buffalo)",Dairy Production,RAJASTHAN,KOTA,SANGOD,17,12
Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,17,12
Fiber Crops,0,Fertilizer Use and Availability,GUJARAT,Mehsana,VISNAGAR,17,12
Condiments and Spices,Cumin,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,16,12
Condiments and Spices,Garlic,"	Plant Protection	",RAJASTHAN,KOTA,LADPURA,16,12
Cereals,Wheat,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,16,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHARUR,16,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,16,12
Condiments and Spices,Cumin,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,16,12
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,HOOGHLY,ARAMBAGH,16,12
Cereals,Wheat,Fertilizer Use and Availability,GUJARAT,Mehsana,KADI,15,12
Cereals,Wheat,Fertilizer Use and Availability,GUJARAT,Mehsana,BECHRAJI,15,12
Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,15,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,SHALI GOURARAM,15,12
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,HOOGHLY,POLBA-DADPUR,15,12
Condiments and Spices,Fenugreek,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,NARSAN,15,12
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,HOOGHLY,POLBA-DADPUR,15,12
Others,Others,Weather,RAJASTHAN,KOTA,SULTANPUR,15,12
Others,Others,Government Schemes,GUJARAT,Mehsana,VISNAGAR,15,12
Cereals,Wheat,"	Water Management	",CHHATTISGARH,RAIGARH,PUSSORE,14,12
Others,0,Government Schemes,GUJARAT,Mehsana,VISNAGAR,14,12
Cereals,Wheat,Weed Management,GUJARAT,Mehsana,BECHRAJI,14,12
Others,Others,Government Schemes,GUJARAT,Mehsana,VIJAPUR,14,12
Oilseeds,Sesame (Gingelly/Til)/Sesamum,Sowing Time and Weather,TELANGANA,MAHABOOBNAGAR,MAKTHAL,14,12
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,HOOGHLY,KHANAKUL-II,14,12
Others,Others,Market Information,GUJARAT,Mehsana,KHERALU,14,12
Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",CHHATTISGARH,RAIPUR,ARANG,14,12
Oilseeds,Mustard,"	Plant Protection	",UTTARAKHAND,HARIDWAR,KHANPUR,14,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,ABHANPUR,14,12
Vegetables,Pea (Vegetable),Cultural Practices,UTTARAKHAND,HARIDWAR,NARSAN,14,12
Vegetables,Cauliflower,"	Plant Protection	",CHHATTISGARH,RAIGARH,LAILUNGA,13,12
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,CHHATTISGARH,RAIPUR,ABHANPUR,13,12
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,CHHATTISGARH,RAIPUR,ABHANPUR,13,12
Cereals,Wheat,"	Water Management	",CHHATTISGARH,RAIPUR,ABHANPUR,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,UTKOOR,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,13,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,13,12
Cereals,Wheat,Nutrient Management,CHHATTISGARH,RAIPUR,ABHANPUR,13,12
Vegetables,Onion,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,UTKOOR,13,12
Vegetables,Bitter Gourd,"	Plant Protection	",CHHATTISGARH,RAIGARH,PUSSORE,13,12
Vegetables,Bitter Gourd,"	Plant Protection	",CHHATTISGARH,RAIGARH,PUSSORE,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Vegetables,Potato,"	Plant Protection	",UTTARAKHAND,HARIDWAR,LAKSAR,13,12
Cereals,Wheat,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,ROORKEE,13,12
Fruits,Mango,"	Plant Protection	",TELANGANA,NALGONDA,CHITYALA,13,12
Others,0,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,13,12
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,HOOGHLY,PURSURAH,13,12
Vegetables,Potato,"	Plant Protection	",UTTAR PRADESH,KAUSHAMBI,NEVADA,13,12
Vegetables,Tomato,Seeds and Planting Material,WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,13,12
Others,Others,Weather,WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,13,12
Vegetables,Chillies,"	Plant Protection	",GUJARAT,ANAND,ANAND,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,12,12
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,HOOGHLY,PURSURAH,12,12
Cereals,Wheat,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,BHAGWANPUR,12,12
Millets,Maize (Makka),"	Plant Protection	",GUJARAT,ANAND,ANAND,12,12
0,0,Soil Health Card,GUJARAT,ANAND,BORSAD,12,12
Others,Others,Weather,UTTARAKHAND,HARIDWAR,BAHADRABAD,12,12
Fruits,Banana,"	Plant Protection	",GUJARAT,Mehsana,MAHESANA,12,12
Vegetables,Potato,Field Preparation,UTTAR PRADESH,KAUSHAMBI,SIRATHU,12,12
Others,Others,"	Plant Protection	",GUJARAT,ANAND,SOJITRA,12,12
Vegetables,Chillies,Nutrient Management,TELANGANA,MAHABOOBNAGAR,GANDEED,12,12
Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Others,Others,Market Information,TELANGANA,MAHABOOBNAGAR,KOLLAPUR,12,12
Vegetables,Onion,Nutrient Management,WEST BENGAL,HOOGHLY,BALAGARH,12,12
Medicinal and Aromatic Plants,Honey plant,"	Plant Protection	",WEST BENGAL,MALDAH,HARISHCHANDRAPUR-II,12,12
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Nutrient Management,GUJARAT,Mehsana,VIJAPUR,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,UTKOOR,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DEVARAKADARA,12,12
Others,Others,Government Schemes,GUJARAT,Mehsana,BECHRAJI,12,12
Others,Others,Weather,WEST BENGAL,HOOGHLY,ARAMBAGH,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Cereals,Paddy (Dhan),Weed Management,TELANGANA,NALGONDA,SHALI GOURARAM,11,12
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,NALGONDA,SHALI GOURARAM,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Cereals,Paddy (Dhan),"	Plant Protection	",WEST BENGAL,HOOGHLY,BALAGARH,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,11,12
Vegetables,Potato,Nutrient Management,WEST BENGAL,HOOGHLY,DHANIAKHALI,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Others,Others,Government Schemes,CHHATTISGARH,RAIPUR,TILDA,11,12
Vegetables,Pointed Gourd,Nutrient Management,WEST BENGAL,HOOGHLY,BALAGARH,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Others,Others,Market Information,TELANGANA,MAHABOOBNAGAR,AMRABAD,11,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,UTKOOR,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,11,12
Vegetables,Tomato,Fertilizer Use and Availability,TELANGANA,NALGONDA,ADAVIDEVULAPALLI,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,11,12
Fruits,Citrus,"	Plant Protection	",GUJARAT,Mehsana,SATLASNA,11,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,11,12
Others,Others,Government Schemes,GUJARAT,Mehsana,VIJAPUR,11,12
Others,Others,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,NARAYANPET,11,12
Others,Others,Weather,TELANGANA,NALGONDA,ADAVIDEVULAPALLI,11,12
Others,Others,Seeds,CHHATTISGARH,RAIGARH,RAIGARH,11,12
Condiments and Spices,Cumin,Nutrient Management,RAJASTHAN,KOTA,LADPURA,10,12
0,0,Nutrient Management,GUJARAT,ANAND,SOJITRA,10,12
Others,Others,Nutrient Management,GUJARAT,ANAND,KHAMBHAT,10,12
Vegetables,Chillies,"	Plant Protection	",GUJARAT,ANAND,UMRETH,10,12
Cereals,Wheat,Nutrient Management,RAJASTHAN,KOTA,LADPURA,10,12
Others,Others,Government Schemes,GUJARAT,ANAND,PETLAD,10,12
Vegetables,Mushroom,Mushroom Production,CHHATTISGARH,RAIGARH,RAIGARH,10,12
Cereals,Wheat,Weed Management,RAJASTHAN,KOTA,SANGOD,10,12
Vegetables,Potato,Cultural Practices,WEST BENGAL,MALDAH,OLD MALDA,10,12
Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,10,12
Animal,POULTRY  FARM ,Market Information,CHHATTISGARH,RAIPUR,DHARSIWA,10,12
0,0,Animal Breeding,GUJARAT,Mehsana,KHERALU,10,12
Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,10,12
Pulses,Khesari (chickling vetch/ grass pea),"	Plant Protection	",WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,10,12
Others,Others,Organic Farming,GUJARAT,ANAND,PETLAD,10,12
Cereals,Paddy (Dhan),Weather,CHHATTISGARH,RAIPUR,DHARSIWA,9,12
Cereals,Paddy (Dhan),Weather,CHHATTISGARH,RAIPUR,DHARSIWA,9,12
Others,Others,Weather,RAJASTHAN,KOTA,0,9,12
Vegetables,Leafy Vegetable,Seeds and Planting Material,CHHATTISGARH,RAIPUR,DHARSIWA,9,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Vegetables,Chillies,"	Plant Protection	",GUJARAT,ANAND,TARAPUR,9,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Others,Others,Crop Insurance,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Others,Others,Government Schemes,GUJARAT,ANAND,KHAMBHAT,9,12
Vegetables,Cucumber,Nutrient Management,TELANGANA,NALGONDA,NEREDUGOMMU,9,12
Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,9,12
Cereals,Wheat,Varieties,UTTAR PRADESH,KAUSHAMBI,SIRATHU,9,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,9,12
Cereals,Paddy (Dhan),Cultural Practices,TELANGANA,NALGONDA,MIRYALAGUDA,9,12
Vegetables,Ivy Gourd,"	Plant Protection	",TELANGANA,NALGONDA,NAMPALLY,9,12
Cereals,Paddy (Dhan),Market Information,CHHATTISGARH,RAIPUR,ABHANPUR,9,12
Fruits,Mango,"Water Management, Micro Irrigation",TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,8,12
Cereals,Wheat,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,8,12
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,0,8,12
Cereals,Paddy (Dhan),Seeds,TELANGANA,MAHABOOBNAGAR,NARAYANPET,8,12
Condiments and Spices,Coriander,Nutrient Management,RAJASTHAN,KOTA,KHAIRABAD,8,12
Oilseeds,Mustard,"	Plant Protection	",RAJASTHAN,KOTA,KHAIRABAD,8,12
Oilseeds,Groundnut (pea nut/mung phalli),Market Information,TELANGANA,MAHABOOBNAGAR,ADDAKAL,7,12
Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),"	Plant Protection	",RAJASTHAN,KOTA,SULTANPUR,7,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,21,12
Vegetables,Chillies,Seeds and Planting Material,CHHATTISGARH,RAIPUR,DHARSIWA,21,12
Others,Others,Weather,TELANGANA,NALGONDA,SURYAPET,21,12
Vegetables,Cucumber,"	Plant Protection	",WEST BENGAL,HOOGHLY,DHANIAKHALI,20,12
Cereals,Wheat,"	Plant Protection	",UTTARAKHAND,HARIDWAR,NARSAN,20,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,JADCHERLA,20,12
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,NALGONDA,VEMULA PALLY,20,12
Cereals,Paddy (Dhan),Fertilizer Use and Availability,TELANGANA,MAHABOOBNAGAR,CHINNACHINTAKUNTA,20,12
Animal,"Bovine(Cow,Buffalo)",Disease Reporting,UTTARAKHAND,ALMORA,TAKULA,20,12
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,NALGONDA,VEMULA PALLY,20,12
Others,0,Weather,TELANGANA,NALGONDA,VEMULA PALLY,19,12
Cereals,Wheat,Fertilizer Use and Availability,UTTARAKHAND,HARIDWAR,NARSAN,19,12
Others,Others,Cultural Practices,GUJARAT,ANAND,BORSAD,19,12
Others,Others,Weather,UTTARAKHAND,HARIDWAR,0,19,12
Vegetables,Bhindi(Okra/Ladysfinger),Seeds and Planting Material,WEST BENGAL,MALDAH,GAZOLE,19,12
Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MAHABOOBNAGAR,VANGOOR,19,12
Oilseeds,Mustard,"	Plant Protection	",RAJASTHAN,KOTA,SANGOD,18,12
Cereals,Paddy (Dhan),Weed Management,TELANGANA,NALGONDA,VEMULA PALLY,18,12
Pulses,Green Gram (Moong Bean/ Moong),Seeds,TELANGANA,MAHABOOBNAGAR,MAGANOOR,18,12
Fruits,Mango,"	Plant Protection	",TELANGANA,NALGONDA,CHITYALA,18,12
Others,Others,Cultural Practices,GUJARAT,ANAND,KHAMBHAT,18,12
Others,Others,Weather,RAJASTHAN,KOTA,0,18,12
Animal,"Bovine(Cow,Buffalo)",Cattle shed Planning and Management,GUJARAT,Mehsana,BECHRAJI,18,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,ADDAKAL,17,12
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,GANDEED,17,12
Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,SIRATHU,17,12
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,HOOGHLY,BALAGARH,17,12
Condiments and Spices,Ginger,Cultural Practices,GUJARAT,Mehsana,MAHESANA,17,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,DHANWADA,17,12
Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,17,12
Others,Others,Cultural Practices,GUJARAT,Mehsana,UNJHA,17,12
Vegetables,Cauliflower,Cultural Practices,GUJARAT,Mehsana,VADNAGAR,17,12
Cereals,Wheat,Seeds,CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Vegetables,Chillies,"	Plant Protection	",GUJARAT,ANAND,ANAND,17,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Others,Others,Government Schemes,UTTARAKHAND,HARIDWAR,BHAGWANPUR,17,12
Animal,POULTRY  FARM ,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Vegetables,Brinjal,Seeds and Planting Material,CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Oilseeds,Groundnut (pea nut/mung phalli),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,BIJINAPALLE,17,12
Condiments and Spices,Garlic,Nutrient Management,RAJASTHAN,KOTA,SANGOD,17,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,17,12
Drug and Narcotics,Tobacco,Fertilizer Use and Availability,GUJARAT,Mehsana,VISNAGAR,16,12
Drug and Narcotics,Tobacco,"	Plant Protection	",GUJARAT,ANAND,ANKLAV,16,12
Vegetables,Tomato,"	Plant Protection	",CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Oilseeds,"Castor (Rehri, Rendi, Arandi) ","	Plant Protection	",GUJARAT,Mehsana,VISNAGAR,16,12
Cereals,Wheat,Weed Management,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,16,12
Others,Others,Weather,WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,16,12
Fruits,Papaya,Landscaping,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Fruits,Citrus,Fertilizer Use and Availability,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Fruits,Citrus,Fertilizer Use and Availability,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Oilseeds,0,Nutrient Management,WEST BENGAL,MALDAH,BAMONGOLA,16,12
Vegetables,Potato,"	Plant Protection	",GUJARAT,Mehsana,VIJAPUR,16,12
Oilseeds,"Castor (Rehri, Rendi, Arandi) ",Nutrient Management,TELANGANA,MAHABOOBNAGAR,PANGAL,16,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
Vegetables,Watermelon,Cultural Practices,TELANGANA,MAHABOOBNAGAR,ATMAKUR,16,12
Cereals,Paddy (Dhan),Government Schemes,WEST BENGAL,HOOGHLY,JANGIPARA,16,12
Others,Others,Weather,CHHATTISGARH,RAIPUR,DHARSIWA,16,12
0,0,Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,16,12
Others,Others,Weather,WEST BENGAL,MALDAH,GAZOLE,16,12
Vegetables,Chillies,"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,MADDUR,15,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,15,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,NALGONDA,15,12
Vegetables,Potato,Cultural Practices,WEST BENGAL,HOOGHLY,TARAKESWAR,15,12
Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",TELANGANA,NALGONDA,MARRIGUDA,15,12
Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,KAUSHAMBI,15,12
Others,Others,Crop Insurance,TELANGANA,MAHABOOBNAGAR,ALAMPUR,15,12
Vegetables,Pumpkin,"	Plant Protection	",CHHATTISGARH,RAIGARH,DHARAMJAIGARH,15,12
Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,15,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,15,12
Others,0,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,15,12
Others,Others,Crop Insurance,TELANGANA,MAHABOOBNAGAR,BALMOOR,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Credit,UTTAR PRADESH,KAUSHAMBI,SIRATHU,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,KOILKONDA,14,12
Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,NEVADA,14,12
Others,Others,Weather,GUJARAT,Mehsana,VIJAPUR,14,12
Medicinal and Aromatic Plants,Tulsi,Nutrient Management,WEST BENGAL,MALDAH,HARISHCHANDRAPUR-I,14,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Credit,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,14,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Cereals,Paddy (Dhan),"	Field Preparation	",TELANGANA,NALGONDA,NAKREKAL,13,12
Vegetables,Brinjal,"	Plant Protection	",WEST BENGAL,MALDAH,KALIACHAK-III,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NAGARKURNOOL,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,0,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Government Schemes,TELANGANA,NALGONDA,YADAGIRIGUTTA,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,NALGONDA,THIRUMALAGIRI,13,12
Others,Others,Market Information,GUJARAT,Mehsana,KADI,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Cereals,Paddy (Dhan),"	Plant Protection	",TELANGANA,MAHABOOBNAGAR,DAMARAGIDDA,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Weather,WEST BENGAL,MALDAH,GAZOLE,13,12
Others,Others,Weather,WEST BENGAL,HOOGHLY,ARAMBAGH,13,12
Vegetables,Potato,"	Plant Protection	",WEST BENGAL,HOOGHLY,PANDUA,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,0,13,12
Others,Others,Market Information,GUJARAT,Mehsana,VIJAPUR,13,12
Others,Others,Crop Insurance,TELANGANA,MAHABOOBNAGAR,MAGANOOR,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Cereals,Wheat,Varieties,UTTARAKHAND,HARIDWAR,BHAGWANPUR,13,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,13,12
Cereals,Wheat,Weed Management,UTTAR PRADESH,KAUSHAMBI,SARSAWAN,13,12
Others,Others,Government Schemes,GUJARAT,Mehsana,VIJAPUR,12,12
Fruits,Banana,Cultural Practices,GUJARAT,Mehsana,MAHESANA,12,12
Others,Others,Weather,TELANGANA,NALGONDA,KANAGAL,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Others,Others,Weather,CHHATTISGARH,RAIGARH,PUSSORE,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,AMRABAD,12,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Cereals,Wheat,Weed Management,GUJARAT,Mehsana,MAHESANA,12,12
Others,0,Weather,RAJASTHAN,KOTA,SANGOD,12,12
Others,Others,Government Schemes,TELANGANA,MAHABOOBNAGAR,NARAYANPET,12,12
Oilseeds,Mustard,Cultural Practices,GUJARAT,ANAND,ANAND,12,12
Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,MAKTHAL,12,12
