Sector,Category,Crop,QueryType,StateName,DistrictName,BlockName,CreatedOn,Hour of the day,Month
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-07-01 17:04:37.023,17,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,KARAULI,2018-09-16 17:36:42.473,17,9
AGRICULTURE,Others,Others,	Plant Protection	,UTTAR PRADESH,SIDDHARTH NAGAR,KHESRAHA,2018-06-17 18:19:20.660,18,6
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,CHUDA,2018-01-13 14:22:11.433,14,1
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,JAIPUR,2018-09-03 14:00:39.313,14,9
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,KHEDA,KATHLAL,2018-07-08 13:49:45.280,13,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,ROORKEE,2018-11-01 12:08:03.917,12,11
HORTICULTURE,Fruits,Papaya,Cultural Practices,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-01 09:22:32.883,9,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-10-25 12:06:41.947,12,10
AGRICULTURE,Others,Others,Weather,GUJARAT,KHEDA,KAPADVANJ,2018-07-31 19:07:55.533,19,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,BHANWAPUR,2018-06-20 07:19:43.770,7,6
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,DEORIA,DESAI DEORIA,2018-03-17 17:20:11.860,17,3
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-03-27 15:07:45.077,15,3
AGRICULTURE,Others,Others,Weather,GUJARAT,BANAS KANTHA,THARAD,2018-02-23 17:07:07.520,17,2
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,NALGONDA,MIRYALAGUDA,2018-12-10 11:23:17.917,11,12
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TANUR,2018-09-22 13:00:04.397,13,9
HORTICULTURE,Condiments and Spices,Garlic,	Plant Protection	,RAJASTHAN,KOTA,KHAIRABAD,2018-01-10 16:31:49.563,16,1
AGRICULTURE,Others,Others,Crop Insurance,CHHATTISGARH,MAHASAMUND,MAHASAMUND,2018-03-15 13:41:49.613,13,3
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,WEST BENGAL,MURSHIDABAD,DOMKAL,2018-07-04 17:21:14.940,17,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,AMBIAPUR,2018-02-09 17:40:05.867,17,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,2018-09-03 21:53:51.487,21,9
ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)",Dairy Production,TELANGANA,KHAMMAM,KOTHAGUDEM,2018-02-12 12:47:04.130,12,2
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BAR,2018-04-14 07:43:14.113,7,4
AGRICULTURE,Others,Others,Government Schemes,TELANGANA,NALGONDA,THIPPARTHI,2018-12-28 07:49:26.650,7,12
AGRICULTURE,Cereals,Paddy (Dhan),Agriculture Mechanization,CHHATTISGARH,SURGUJA,LUNDRA,2018-09-19 09:25:35.587,9,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-06-11 09:46:06.427,9,6
HORTICULTURE,Condiments and Spices,Coriander,Nutrient Management,RAJASTHAN,KOTA,ITAWA,2018-01-23 08:37:47.877,8,1
AGRICULTURE,Others,Others,Cultural Practices,UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,2018-01-20 10:08:05.603,10,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,ITAWA,2018-12-21 15:21:33.847,15,12
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,GUJARAT,JAMNAGAR,JAMJODHPUR,2018-05-30 10:33:19.800,10,5
AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),	Plant Protection	,UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,2018-03-13 14:48:52.153,14,3
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-21 18:48:32.580,18,6
AGRICULTURE,Others,Others,Weather,WEST BENGAL,HOOGHLY,BALAGARH,2018-12-18 07:44:44.303,7,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,VARANASI,CHOLAPUR,2018-09-25 15:08:55.447,15,9
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-06-20 09:52:37.607,9,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-12-27 15:29:21.027,15,12
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,ALAMPUR,2018-08-06 19:49:28.070,19,8
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,SAMRER,2018-02-11 13:09:15.947,13,2
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,DEORIA,BHAGALPUR,2018-03-13 07:18:26.547,7,3
HORTICULTURE,Vegetables,Potato,Cultural Practices,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-25 12:10:00.553,12,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,2018-08-08 19:33:18.850,19,8
AGRICULTURE,Others,Others,Weather,GUJARAT,Mehsana,SATLASNA,2018-12-21 13:13:16.397,13,12
HORTICULTURE,Vegetables,Cluster Bean,Cultural Practices,GUJARAT,BHAVNAGAR,TALAJA,2018-04-07 10:27:19.737,10,4
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,SIDDHARTH NAGAR,DOMARIYAGANJ,2018-06-29 14:46:53.147,14,6
HORTICULTURE,Vegetables,Potato,	Plant Protection	,CHHATTISGARH,SURGUJA,BALRAMPUR,2018-01-02 16:30:48.073,16,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,DEORIA,BARHAJ,2018-03-30 14:43:54.397,14,3
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,KANTH,2018-02-27 17:45:40.800,17,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTARAKHAND,HARIDWAR,LAKSAR,2018-07-10 06:46:41.043,6,7
AGRICULTURE,Others,Others,Cultural Practices,TELANGANA,MEDAK,CHEGUNTA,2018-02-27 08:26:30.790,8,2
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-09-22 07:30:44.743,7,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-06-16 17:35:03.757,17,6
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,WARANGAL,MADDUR,2018-02-08 08:35:20.280,8,2
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Cultural Practices,GUJARAT,SURENDRANAGAR,WADHWAN,2018-01-18 19:50:05.070,19,1
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,MURSHIDABAD,RANINAGAR-II,2018-01-18 10:33:25.403,10,1
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,DHANIAKHALI,2018-12-16 09:57:13.273,9,12
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,DHARI,2018-04-02 07:42:36.447,7,4
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,BAGESHWAR,BAGESHWAR,2018-05-19 12:37:27.560,12,5
HORTICULTURE,Vegetables,Onion,Cultural Practices,TELANGANA,MEDAK,ALLADURG,2018-07-11 14:51:35.460,14,7
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SIDDHARTH NAGAR,BHANWAPUR,2018-06-08 18:39:15.530,18,6
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,KARAULI,2018-07-20 16:06:15.197,16,7
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,WARANGAL,PARKAL,2018-02-28 17:04:55.840,17,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTARAKHAND,NAINITAL,DHARI,2018-06-05 17:51:34.563,17,6
HORTICULTURE,Vegetables,Cucumber,	Plant Protection	,WEST BENGAL,HOOGHLY,POLBA-DADPUR,2018-10-13 17:10:51.273,17,10
HORTICULTURE,Vegetables,Others,Cultural Practices,GUJARAT,Mehsana,MAHESANA,2018-08-24 15:29:00.823,15,8
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,PILANA,2018-07-20 09:59:21.567,9,7
AGRICULTURE,Others,Others,Market Information,RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,2018-05-15 19:53:36.513,19,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-09-13 16:55:36.200,16,9
HORTICULTURE,Vegetables,Bitter Gourd,Cultural Practices,TELANGANA,WARANGAL,KESAMUDRAM,2018-02-05 14:41:57.283,14,2
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,NALGONDA,SHALI GOURARAM,2018-02-24 16:05:02.600,16,2
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,HOOGHLY,PANDUA,2018-10-08 16:48:51.527,16,10
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,DAHEGAON,2018-09-27 18:42:21.607,18,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,TODARAISINGH,2018-02-09 06:19:50.237,6,2
AGRICULTURE,Cereals,Paddy (Dhan),Varieties,TELANGANA,ADILABAD,LAXMANCHANDA,2018-06-12 16:08:01.407,16,6
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,LOKESWARAM,2018-06-20 14:36:11.967,14,6
AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),	Plant Protection	,GUJARAT,RAJKOT,JETPUR,2018-03-26 16:09:58.660,16,3
HORTICULTURE,Vegetables,Watermelon,Cultural Practices,TELANGANA,WARANGAL,CHITYAL,2018-02-05 14:55:24.720,14,2
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,NARAYANKHED,2018-05-28 18:04:36.600,18,5
AGRICULTURE,Others,Others,	Plant Protection	,CHHATTISGARH,MAHASAMUND,SARAIPALI,2018-06-12 14:28:41.420,14,6
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BAGHPAT,BAGHPAT,2018-07-04 12:24:44.953,12,7
AGRICULTURE,Others,Others,Cultural Practices,CHHATTISGARH,RAIGARH,SARANGARH,2018-01-25 20:20:37.983,20,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,BANDA,2018-02-27 18:32:48.980,18,2
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,MAHASAMUND,BAGBAHARA,2018-06-21 12:10:57.210,12,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,KARAULI,2018-07-06 09:12:45.733,9,7
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,RAMGARH,2018-05-13 20:10:04.100,20,5
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-28 13:46:45.953,13,4
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,NADAUTI,2018-07-20 11:12:48.950,11,7
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TANUR,2018-06-17 15:18:58.157,15,6
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),	Plant Protection	,CHHATTISGARH,RAIPUR,ARANG,2018-12-29 14:04:00.293,14,12
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),Weather,RAJASTHAN,KARAULI,KARAULI,2018-09-07 18:25:41.217,18,9
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,SHIVRAJPUR,2018-10-10 11:10:20.950,11,10
AGRICULTURE,Cereals,Wheat,Varieties,UTTAR PRADESH,MORADABAD,KUNDARKI,2018-11-30 07:06:37.440,7,11
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Nutrient Management,UTTAR PRADESH,DEORIA,BHAGALPUR,2018-03-05 09:28:58.003,9,3
AGRICULTURE,Fiber Crops,Jute,	Plant Protection	,WEST BENGAL,MURSHIDABAD,RANINAGAR-I,2018-07-11 20:02:35.990,20,7
AGRICULTURE,Others,Others,Government Schemes,CHHATTISGARH,DURG,DURG,2018-05-04 13:49:34.597,13,5
AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,NALGONDA,CHILKUR,2018-02-05 17:06:39.800,17,2
AGRICULTURE,Cereals,Barley (Jau),	Plant Protection	,RAJASTHAN,KOTA,SANGOD,2018-12-15 08:57:01.007,8,12
AGRICULTURE,Cereals,Wheat,Weather,UTTAR PRADESH,LALITPUR,BIRDHA,2018-04-30 21:27:37.203,21,4
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,Echoda(ICHODA),2018-06-13 13:33:36.330,13,6
AGRICULTURE,Oilseeds,Groundnut (pea nut/mung phalli),Weather,WEST BENGAL,HOOGHLY,KHANAKUL-II,2018-04-07 18:42:10.300,18,4
AGRICULTURE,Fiber Crops,Cotton (Kapas),Fertilizer Use and Availability,GUJARAT,KHEDA,KAPADVANJ,2018-07-09 17:00:21.120,17,7
AGRICULTURE,Others,Others,Weather,GUJARAT,SURENDRANAGAR,LAKHTAR,2018-10-14 10:30:40.833,10,10
AGRICULTURE,Others,Others,Weather,RAJASTHAN,TONK,NEWAI,2018-02-01 20:32:34.930,20,2
AGRICULTURE,Others,Others,	Water Management	,GUJARAT,BHAVNAGAR,SIHOR,2018-04-22 11:21:57.757,11,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,SHAHJAHANPUR,MADNAPUR,2018-02-27 12:16:48.163,12,2
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,UTTAR PRADESH,SIDDHARTH NAGAR,KHUNIYAON,2018-06-30 14:03:49.450,14,6
AGRICULTURE,Others,Others,Market Information,GUJARAT,Mehsana,VISNAGAR,2018-12-07 21:48:39.867,21,12
AGRICULTURE,Others,Others,Government Schemes,GUJARAT,BHAVNAGAR,MAHUVA,2018-04-25 17:12:00.110,17,4
AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,NALGONDA,THIPPARTHI,2018-12-21 11:47:45.250,11,12
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,WARANGAL,ETURNAGARAM,2018-02-01 09:38:38.017,9,2
AGRICULTURE,Fiber Crops,Cotton (Kapas),Market Information,TELANGANA,WARANGAL,NALLIKUDUR,2018-02-26 15:27:21.750,15,2
AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Field Preparation	,UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,2018-01-12 14:03:45.060,14,1
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,BETALGHAT,2018-02-11 16:14:32.250,16,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,BAGESHWAR,BAGESHWAR,2018-05-06 09:42:53.690,9,5
AGRICULTURE,Others,Others,Weather,TELANGANA,WARANGAL,CHITYAL,2018-05-01 17:45:42.133,17,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-09-06 14:52:05.250,14,9
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Nutrient Management,TELANGANA,WARANGAL,DHARMASAGAR,2018-02-09 14:15:25.743,14,2
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,NAINITAL,KOTABAG,2018-06-23 12:51:12.120,12,6
HORTICULTURE,Vegetables,Potato,Fertilizer Use and Availability,WEST BENGAL,Cooch BIHAR,MATHA BHANGA-II,2018-01-14 08:09:56.097,8,1
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,KOWDIPALLI,2018-07-29 14:23:10.143,14,7
HORTICULTURE,Vegetables,Bottle Gourd,Weather,UTTAR PRADESH,KAUSHAMBI,SIRATHU,2018-08-16 15:44:48.463,15,8
AGRICULTURE,Cereals,Paddy (Dhan),Weather,UTTAR PRADESH,BAGHPAT,KHEKRA,2018-07-25 16:17:18.570,16,7
AGRICULTURE,Others,Others,Market Information,GUJARAT,Mehsana,VISNAGAR,2018-12-08 17:33:14.953,17,12
AGRICULTURE,Others,Others,Weather,GUJARAT,AHMADABAD,AHMADABAD CITY,2018-11-13 11:13:39.460,11,11
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,SURGUJA,LUNDRA,2018-06-19 15:55:31.040,15,6
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,ADILABAD,KUBEER,2018-09-02 09:04:21.250,9,9
AGRICULTURE,Others,Others,Market Information,UTTAR PRADESH,MAHARAHGANJ,MITHAURA,2018-05-09 11:29:18.457,11,5
HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,GUJARAT,ANAND,TARAPUR,2018-12-15 16:40:29.330,16,12
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KANPUR CITY,BILHAUR,2018-10-02 15:27:50.387,15,10
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,WEST BENGAL,BIRBHUM,RAMPURHAT-II,2018-08-23 09:17:13.960,9,8
AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Cultural Practices,CHHATTISGARH,RAIGARH,SARANGARH,2018-12-23 10:01:40.090,10,12
HORTICULTURE,Fruits,Litchi,	Plant Protection	,UTTARAKHAND,NAINITAL,RAMNAGAR,2018-05-19 11:22:21.957,11,5
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,MAHABOOBNAGAR,GADWAL,2018-12-19 15:03:27.820,15,12
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BHAINSA,2018-09-11 12:35:47.940,12,9
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,NAWABPET,2018-10-17 10:07:16.997,10,10
AGRICULTURE,Others,Others,Cultural Practices,GUJARAT,JAMNAGAR,DHROL,2018-05-24 10:10:26.843,10,5
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,KUBEER,2018-09-05 14:59:59.340,14,9
AGRICULTURE,Green Manure,Sunnhemp (Patua),Sowing Time and Weather,GUJARAT,ANAND,BORSAD,2018-12-27 13:16:19.600,13,12
AGRICULTURE,Others,Others,Government Schemes,RAJASTHAN,KOTA,LADPURA,2018-01-23 11:54:38.037,11,1
AGRICULTURE,Pulses,Black Gram (urd bean),	Plant Protection	,UTTARAKHAND,NAINITAL,HALDWANI,2018-09-02 11:01:06.867,11,9
HORTICULTURE,Condiments and Spices,Coriander,	Plant Protection	,RAJASTHAN,KOTA,LADPURA,2018-12-13 14:25:59.607,14,12
AGRICULTURE,Oilseeds,Brown Sarson,	Plant Protection	,RAJASTHAN,KOTA,SANGOD,2018-06-28 14:17:44.253,14,6
AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,TELANGANA,MEDAK,KALHER,2018-02-23 17:13:12.793,17,2
HORTICULTURE,Condiments and Spices,Cumin,"Water Management, Micro Irrigation",GUJARAT,SURENDRANAGAR,DASADA,2018-01-02 13:12:51.373,13,1
HORTICULTURE,Vegetables,Sweet Potato,	Plant Protection	,RAJASTHAN,KARAULI,TODABHIM,2018-09-16 10:15:42.643,10,9
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,SANGOD,2018-06-02 18:32:50.630,18,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,AJMER,BHINAY,2018-11-27 19:50:05.240,19,11
AGRICULTURE,Others,Others,Weather,CHHATTISGARH,DURG,DURG,2018-05-12 12:06:42.507,12,5
AGRICULTURE,Others,Others,Weather,RAJASTHAN,JALOR,JASWANTPURA,2018-04-20 18:16:13.220,18,4
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,MEDAK,CHINNAKODUR,2018-02-08 07:37:30.180,7,2
AGRICULTURE,Fiber Crops,Jute,Weather,WEST BENGAL,NADIA,KARIMPUR-1,2018-06-17 10:24:22.940,10,6
AGRICULTURE,Millets,Common Millet (Panivaragu/Chena/Proso Millet/Hogm,Agriculture Mechanization,UTTAR PRADESH,KUSHI NAGAR,KAPTAINGANJ,2018-01-20 09:44:05.373,9,1
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,MAHARAHGANJ,LAKSHMIPUR,2018-05-25 09:14:46.220,9,5
AGRICULTURE,Fiber Crops,Cotton (Kapas),Varieties,GUJARAT,KHEDA,NADIAD,2018-06-05 09:41:30.780,9,6
HORTICULTURE,Vegetables,Tomato,	Plant Protection	,WEST BENGAL,HOOGHLY,TARAKESWAR,2018-10-23 16:08:38.320,16,10
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,ASAFPUR,2018-02-24 14:42:36.703,14,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,Echoda(ICHODA),2018-09-13 17:27:08.223,17,9
AGRICULTURE,Others,Others,Weather,TELANGANA,KHAMMAM,KOTHAGUDEM,2018-11-24 12:52:42.983,12,11
HORTICULTURE,Vegetables,Pea (Vegetable),Weather,UTTARAKHAND,NAINITAL,DHARI,2018-03-24 14:41:02.627,14,3
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TANUR,2018-06-30 12:02:32.510,12,6
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,BHAINSA,2018-09-29 11:28:29.980,11,9
AGRICULTURE,Others,Others,Weather,TELANGANA,KARIMNAGAR,GOLLAPALLI,2018-04-16 17:38:48.460,17,4
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-26 12:55:29.100,12,6
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,LADPURA,2018-03-16 14:12:52.027,14,3
AGRICULTURE,Others,Others,Cultural Practices,UTTARAKHAND,NAINITAL,BHIMTAL,2018-05-14 07:14:48.730,7,5
AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,GUJARAT,KHEDA,KATHLAL,2018-06-12 09:29:42.660,9,6
HORTICULTURE,Vegetables,Potato,Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-II,2018-03-25 18:03:05.050,18,3
AGRICULTURE,Pulses,Pigeon pea (red gram/arhar/tur),Sowing Time and Weather,GUJARAT,ANAND,BORSAD,2018-12-06 16:31:45.723,16,12
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,BHOOTHPUR,2018-08-26 20:16:17.780,20,8
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KARAULI,HINDAUN,2018-07-20 11:21:38.873,11,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,NADIA,CHAPRA,2018-05-06 16:18:01.823,16,5
AGRICULTURE,Others,Others,Weather,TELANGANA,MAHABOOBNAGAR,ITIKYAL,2018-08-05 13:17:04.357,13,8
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,BHAGWANPUR,2018-10-25 12:03:51.017,12,10
HORTICULTURE,Condiments and Spices,Cumin,	Plant Protection	,GUJARAT,SURENDRANAGAR,DHRANGADHRA,2018-01-02 13:15:52.443,13,1
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TAMSI,2018-06-17 10:33:58.150,10,6
AGRICULTURE,Others,Others,Weather,TELANGANA,MEDAK,SHANKARAMPET[A],2018-02-07 15:23:31.743,15,2
HORTICULTURE,Condiments and Spices,Cumin,Cultural Practices,GUJARAT,SURENDRANAGAR,CHUDA,2018-01-28 13:53:34.853,13,1
AGRICULTURE,Others,Others,Weather,UTTARAKHAND,HARIDWAR,LAKSAR,2018-10-11 09:19:59.763,9,10
HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Cultural Practices,TELANGANA,KARIMNAGAR,CHIGURUMAMIDI,2018-07-21 17:53:30.027,17,7
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,MAYURESWAR-I,2018-09-11 18:13:43.510,18,9
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,DHARI,2018-03-15 12:50:45.287,12,3
AGRICULTURE,Millets,Pearl Millet (Bajra/Bulrush Millet/Spiked Millet),	Plant Protection	,RAJASTHAN,KARAULI,KARAULI,2018-07-24 17:07:37.103,17,7
HORTICULTURE,Fruits,Papaya,Cultural Practices,GUJARAT,BHAVNAGAR,TALAJA,2018-04-23 11:20:27.030,11,4
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,BADAUN,DAHGAVAN,2018-02-11 19:59:37.730,19,2
AGRICULTURE,Others,Others,Weather,TELANGANA,ADILABAD,TANUR,2018-09-17 20:58:51.613,20,9
AGRICULTURE,Cereals,Barley (Jau),Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-06-22 20:05:56.747,20,6
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,MEDAK,JHARASANGAM,2018-07-31 07:56:38.083,7,7
HORTICULTURE,Vegetables,Bitter Gourd,	Plant Protection	,WEST BENGAL,NADIA,KRISHNAGAR-I,2018-06-30 13:44:52.387,13,6
HORTICULTURE,Vegetables,Indian Squash (Tinda/Round Melon),Seeds and Planting Material,RAJASTHAN,KOTA,LADPURA,2018-01-11 10:30:43.967,10,1
AGRICULTURE,Cereals,Paddy (Dhan),Varieties,UTTARAKHAND,HARIDWAR,KHANPUR,2018-07-26 09:42:08.550,9,7
AGRICULTURE,Others,Others,Weather,RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,2018-05-04 11:56:37.793,11,5
AGRICULTURE,Cereals,Paddy (Dhan),Seeds,UTTAR PRADESH,MAHARAHGANJ,LAKSHMIPUR,2018-05-28 20:08:31.443,20,5
AGRICULTURE,Others,Others,Weather,UTTAR PRADESH,KUSHI NAGAR,KASAYA,2018-01-10 19:44:43.827,19,1
HORTICULTURE,Vegetables,Leafy Vegetable,Cultural Practices,CHHATTISGARH,RAIGARH,TAMNAR,2018-01-10 19:54:53.997,19,1
AGRICULTURE,Others,Others,Weather,RAJASTHAN,KOTA,KHAIRABAD,2018-01-18 11:47:22.333,11,1
AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,TELANGANA,MEDAK,JAGDEVPUR,2018-07-01 17:53:21.417,17,7
AGRICULTURE,Cereals,Wheat,Weather,UTTARAKHAND,NAINITAL,OKHALKANDA,2018-03-06 07:09:22.573,7,3
AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,TELANGANA,MAHABOOBNAGAR,CHINNACHINTAKUNTA,2018-08-07 18:01:53.197,18,8
HORTICULTURE,Vegetables,Chillies,	Plant Protection	,TELANGANA,NALGONDA,SURYAPET,2018-12-07 15:58:55.753,15,12
AGRICULTURE,Cereals,Paddy (Dhan),Weather,WEST BENGAL,BIRBHUM,SAINTHIA,2018-03-05 08:11:57.037,8,3
HORTICULTURE,Vegetables,Bitter Gourd,Weather,GUJARAT,JAMNAGAR,KALYANPUR,2018-05-22 15:12:35.890,15,5
AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),Market Information,RAJASTHAN,BUNDI,NAINWA,2018-08-25 15:54:09.250,15,8
